Product Name;Product Description;Product Code (SKU);Categories;Price ($);Status;Hub Diameter;Hub Thickness;Shaft Diameter;Weight;Diameter (INCHES);Pitch (INCHES);Diameter (METERS);Pitch (-);Color;UPC Code;Product Weight (NOT for Shipping Calculations) (LBS) ;Product Weight (NOT for Shipping Calculations) (grams) 
6x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP06041SF;Indoor 3D;2.19; ;0.50 in.;0.16 in.;5.5 mm;0.11 oz.;6;4.1;0.1524;0.683333333;Grey;6.86661E+11;0.0066;3
BD6x4.2E-3-B4;"DURABLE
FPV Racing Bundle (6x4.2E and 6x4.2EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)";LPBD306042E-B4;Bundle (2 CW & 2 CCW), FPV Racing / Freestyle, 3 Bladed (Electric Only), Black FPV, Black MR, Durable FPV;3.79;;0.50 in.;0.27 in.;5 mm;0.18 oz.;6;4.2;0.1524;0.7;Black;6.86661E+11;0.044;20
B6x4.3E-B4;"Bullnose - FPV Racing Bundle (6x4.3E and 6x4.3EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB06043E-B4;Bundle (2 CW & 2 CCW), Black FPV, Black MR;5.33;Discontinued;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;6;4.3;0.1524;0.716666667;Black;6.86661E+11;0.0624;28.3
B6x4.5E-B4;"Bullnose - FPV Racing Bundle (6x4.5E and 6x4.5EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB06045E-B4;Bundle (2 CW & 2 CCW), Black FPV, Black MR;5.33; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;6;4.5;0.1524;0.75;Black;6.86661E+11;0.0624;28.3
6x5;"Sport
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPARM12SF";LP06050;Sport;2.35;;0.65 in.;0.33 in.;1/4 in.;0.25 oz.;6;5;0.1524;0.833333333;Grey;6.86661E+11;0.0154;7
6x5.5E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP06055E;Thin Electric;2.29; ;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;5.5;0.1524;0.916666667;Grey;6.86661E+11;0.0113;5.1
B6x5.5E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB06055E;Thin Electric, Black Thin Electric;2.29; ;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;5.5;0.1524;0.916666667;Black;6.86661E+11;0.0113;5.1
6x6E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP06060E;Thin Electric, Multi Rotor (Electric Only), FPV Racing / Freestyle;2.29; ;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;6;0.1524;1;Grey;6.86661E+11;0.0113;5.1
6x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP06060EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), FPV Racing / Freestyle;2.29; ;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;6;0.1524;1;Grey;6.86661E+11;0.0113;5.1
B6x6E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB06060E;Thin Electric, Multi Rotor (Electric Only), Black MR, Black Thin Electric;2.29; ;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;6;0.1524;1;Black;6.86661E+11;0.011;5
B6x6E-B4;"Quad-Copter Bundle (6x6E and 6x6EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB06060E-B4;Bundle (2 CW & 2 CCW), Black MR;5.33;;0.50 in.;0.26 in.;5 mm;0.18 oz.;6;6;0.1524;1;Black;6.86661E+11;0.0452;20.5
B6x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB06060EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), Black MR, Black Thin Electric;2.29;;0.50 in.;0.26 in.;1/4 in.;0.18 oz.;6;6;0.1524;1;Black;6.86661E+11;0.011;5
6.3x4;15 Combat;LP06340;Pylon Combat;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.3;4;0.16002;0.634920635;Grey;6.86661E+11;0.0244;11.1
6.5x2.9;10 Free Flight;LP06529;Free Flight;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;2.9;0.1651;0.446153846;Grey;6.86661E+11;0.0244;11.1
6.5x3.7;15 Combat;LP06537;Pylon Combat;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;3.7;0.1651;0.569230769;Grey;6.86661E+11;0.0244;11.1
6.5x5.0;10-15 Pylon;LP06550;Pylon Racing;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;5;0.1651;0.769230769;Grey;6.86661E+11;0.0244;11.1
6.5x5.5;10-15 Pylon;LP06555;Pylon Racing;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;5.5;0.1651;0.846153846;Grey;6.86661E+11;0.0244;11.1
6.5x6.0;10-15 Pylon;LP06560;Pylon Racing;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;6;0.1651;0.923076923;Grey;6.86661E+11;0.0244;11.1
6.5x6.5;10-15 Pylon;LP06565;Pylon Racing;2.4; ;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;6.5;0.1651;1;Grey;6.86661E+11;0.0244;11.1
6.5x7.0;10-15 Pylon;LP06570;Pylon Racing;2.4;;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;7;0.1651;1.076923077;Grey;6.86661E+11;0.0244;11.1
6.5x7.5;10-15 Pylon;LP06575;Pylon Racing;2.4;;0.65 in.;0.40 in.;3/16 in.;0.39 oz.;6.5;7.5;0.1651;1.153846154;Grey;6.86661E+11;0.0244;11.1
7x3 ;15 Free Flight;LP07030;Free Flight, Sport;2.45; ;0.65 in.;0.38 in.;3/16 in.;0.42 oz.;7;3;0.1778;0.428571429;Grey;6.86661E+11;0.0263;11.9
7x3.8WSF;"Slow Flyer Wide Blade
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07038WSF;Slow Fly (Electric Only);2.29; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;7;3.8;0.1778;0.542857143;Grey;6.86661E+11;0.0156;7.1
7x4 ;15 Free Flight;LP07040;Free Flight, Sport;2.45; ;0.65 in.;0.40 in.;3/16 in.;0.42 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0263;11.9
7x4E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07040E;Thin Electric, Multi Rotor (Electric Only);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0176;8
7x4E(HEXO);"Hexo+ RH, 2 Pack
OEM part for HEXO+ multi-copter
Includes two standard rotation propellers
Hub has self tightening feature for special nut
Center through hole is 8mm
Special Right Hand (RH) nut not included";LP07040E(HEXO);Self Tightening, Black MR;5.5;Discontinued;0.50 in.;0.34 in.;5 mm;0.28 oz.;7;4;0.1778;0.571428571;Black;6.86661E+11;0.035;15.9
7x4E-B4;"Quad-Copter Bundle (7x4E and 7x4EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm,)";LP07040E-B4;"Bundle (2 CW &amp; 2 CCW)";6.22; ;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0704;31.9
7x4EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07040EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0176;8
7x4EP(HEXO);"Hexo+ LH, 2 Pack
OEM part for HEXO+ multi-copter
Includes two reverse rotation propellers
Hub has self tightening feature for special nut
Center through hole is 8mm
Special Left Hand (LH) nut not included";LP07040EP(HEXO);Self Tightening, Black MR;5.5;Discontinued;0.50 in.;0.34 in.;5 mm;0.28 oz.;7;4;0.1778;0.571428571;Black;6.86661E+11;0.035;15.9
7x4F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP07040F;Folding (Electric Only);3.39; ;NA;See LPFH;See LPFH;0.18 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0113;5.1
7x4SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07040SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.29; ;0.50 in.;0.32 in.;1/4 in.;0.18 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0113;5.1
7x4SF-B4;"Slow Flyer
Quad-Copter Bundle (7x4SF and 7x4SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm,)";LP07040SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";6.6; ;0.50 in.;0.32 in.;1/4 in.;0.18 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0452;20.5
7x4SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07040SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.29; ;0.50 in.;0.32 in.;1/4 in.;0.18 oz.;7;4;0.1778;0.571428571;Grey;6.86661E+11;0.0113;5.1
B7x4E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07040E;Thin Electric, Multi Rotor (Electric Only), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;4;0.1778;0.571428571;Black;6.86661E+11;0.0176;8
B7x4E-B4;"Quad-Copter Bundle (7x4E and 7x4EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB07040E-B4;Bundle (2 CW & 2 CCW), Black MR;6.22; ;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;4;0.1778;0.571428571;Black;6.86661E+11;0.0704;31.9
B7x4EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07040EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;4;0.1778;0.571428571;Black;6.86661E+11;0.0176;8
7x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP07041SF;Indoor 3D;2.29; ;0.50 in.;0.16 in.;5.5 mm;0.12 oz.;7;4.1;0.1778;0.585714286;Grey;6.86661E+11;0.0077;3.5
7x5 ;Sport;LP07050;Sport;2.45; ;0.65 in.;0.38 in.;3/16 in.;0.39 oz.;7;5;0.1778;0.714285714;Grey;6.86661E+11;0.0244;11.1
7x5E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07050E;Thin Electric, Multi Rotor (Electric Only);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;5;0.1778;0.714285714;Grey;6.86661E+11;0.0176;8
7x5E-B4;"Quad-Copter Bundle (7x5E and 7x5EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm,)";LP07050E-B4;"Bundle (2 CW &amp; 2 CCW)";6.22; ;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;5;0.1778;0.714285714;Grey;6.86661E+11;0.0704;31.9
7x5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07050EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;5;0.1778;0.714285714;Grey;6.86661E+11;0.0176;8
7x5SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07050SF;Slow Fly (Electric Only);2.29; ;0.50 in.;0.35 in.;1/4 in.;0.18 oz.;7;5;0.1778;0.714285714;Grey;6.86661E+11;0.0113;5.1
B7x5E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07050E;Thin Electric, Multi Rotor (Electric Only), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;5;0.1778;0.714285714;Black;6.86661E+11;0.0176;8
B7x5E-B4;"Quad-Copter Bundle (7x5E and 7x5EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB07050E-B4;Bundle (2 CW & 2 CCW), Black MR;6.22; ;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;5;0.1778;0.714285714;Black;6.86661E+11;0.0704;31.9
B7x5EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07050EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;5;0.1778;0.714285714;Black;6.86661E+11;0.0176;8
7x6 ;Sport;LP07060;Sport;2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0288;13.1
7x6E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07060E;Thin Electric, Multi Rotor (Electric Only);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0176;8
7x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07060EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation);2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0176;8
7x6F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP07060F;Folding (Electric Only);3.39; ;NA;See LPFH;See LPFH;0.18 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0113;5.1
7x6P ;Sport Pusher;LP07060P;Sport, Pusher (for IC Engines);2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0288;13.1
7x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07060SF;Slow Fly (Electric Only);2.29; ;0.50 in.;0.32 in.;1/4 in.;0.18 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0113;5.1
7x6W;20 Racing Wide Blade;LP07060W;Pylon Racing;2.5; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;6;0.1778;0.857142857;Grey;6.86661E+11;0.0288;13.1
B7x6E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07060E;Thin Electric, Multi Rotor (Electric Only), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;6;0.1778;0.857142857;Black;6.86661E+11;0.0176;8
B7x6E-B4;"Quad-Copter Bundle (7x6E and 7x6EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm)";LPB07060-B4;Bundle (2 CW & 2 CCW), Black MR;6.22;;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;6;0.1778;0.857142857;Black;6.86661E+11;0.0704;31.9
B7x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07060EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation), Black MR, Black Thin Electric;2.39; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;6;0.1778;0.857142857;Black;6.86661E+11;0.0176;8
7x7 ;Sport;LP07070;Sport;2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;7;0.1778;1;Grey;6.86661E+11;0.0288;13.1
7x7E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07070E;Thin Electric;2.39;;0.50 in.;0.34 in.;1/4 in.;0.28 oz.;7;7;0.1778;1;Grey;6.86661E+11;0.0176;8
B7x7E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB07070E;Thin Electric, Black Thin Electric;2.39;;0.50 in.;0.34 in.;1/4 in.;0.28 oz.;7;7;0.1778;1;Black;6.86661E+11;0.0176;8
7x8 ;Sport;LP07080;Sport;2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;8;0.1778;1.142857143;Grey;6.86661E+11;0.0288;13.1
7x9 ;Sport;LP07090;Sport;2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;9;0.1778;1.285714286;Grey;6.86661E+11;0.0288;13.1
7x10 ;Sport;LP07010;Sport;2.45; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;10;0.1778;1.428571429;Grey;6.86661E+11;0.0288;13.1
7.4x7.5C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07475C;Carbon Fiber, AMA 422 (Q40);10; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;7.5;0.18796;1.013513514;Black;6.86661E+11;0.035;15.9
7.4x7.6C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07476C;Carbon Fiber, AMA 422 (Q40);10; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;7.6;0.18796;1.027027027;Black;6.86661E+11;0.035;15.9
7.4x7.7C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07477C;Carbon Fiber, AMA 422 (Q40);10; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;7.7;0.18796;1.040540541;Black;6.86661E+11;0.035;15.9
7.4x7.8C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07478C;Carbon Fiber, AMA 422 (Q40);10;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;7.8;0.18796;1.054054054;Black;6.86661E+11;0.035;15.9
7.4x7.81C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP074781C;Carbon Fiber, AMA 422 (Q40);10;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;7.81;0.18796;1.055405405;Black;6.86661E+11;0.035;15.9
7.4x8.0C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07480C;Carbon Fiber, AMA 422 (Q40);10;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;8;0.18796;1.081081081;Black;6.86661E+11;0.035;15.9
7.4x8.1C;"Pylon Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07481C;Carbon Fiber, AMA 422 (Q40);10;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.4;8.1;0.18796;1.094594595;Black;6.86661E+11;0.0331;15
7.4x8.25C;"Pylon Carbon
Use LPAR06E adapter rings (not included)";LP074825C;Carbon Fiber, AMA 422 (Q40);10;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.4;8.25;0.18796;1.114864865;Black;6.86661E+11;0.0331;15
7.5x2.5;15 Slow Combat;LP07525;Combat;2.69;Discontinued;0.65 in.;0.34 in.;3/16 in.;0.42 oz.;7.5;2.5;0.1905;0.333333333;Grey;6.86661E+11;0.0265;12
7.5x8C;"Pylon Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07580C;Pylon Racing, Carbon Fiber;10;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.5;8;0.1905;1.066666667;Black;6.86661E+11;0.0331;15
7.625x3.25;21-25 Free Flight;LP0763325;Free Flight;2.69; ;0.65 in.;0.35 in.;1/4 in.;0.39 oz.;7.625;3.25;0.193675;0.426229508;Grey;6.86661E+11;0.0244;11.1
7.8x4;21-25 Free Flight;LP07840;Free Flight, Pylon Combat;2.69; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;4;0.19812;0.512820513;Grey;6.86661E+11;0.0394;17.9
7.8x4C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07840C;Combat, Carbon Fiber;18;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;4;0.19812;0.512820513;Black;6.86661E+11;0.0306;13.9
7.8x6;36 Combat;LP07860;Pylon Combat;2.69; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;6;0.19812;0.769230769;Grey;6.86661E+11;0.0394;17.9
7.8x6C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07860C;Combat, Carbon Fiber;18;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;6;0.19812;0.769230769;Black;6.86661E+11;0.0306;13.9
7.8x7;36 Combat;LP07870;Pylon Combat;2.69; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;7;0.19812;0.897435897;Grey;6.86661E+11;0.0394;17.9
7.8x7C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07870C;Combat, Carbon Fiber;18;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;7;0.19812;0.897435897;Black;6.86661E+11;0.0306;13.9
8x3.75;21-25 Free Flight;LP08037;Free Flight;2.69; ;0.90 in.;0.45 in.;1/4 in.;0.60 oz.;8;3.75;0.2032;0.46875;Grey;6.86661E+11;0.0375;17
8x3.75W;21-25 Free Flight Wide Blade;LP08037W;Free Flight;2.69;Discontinued;0.90 in.;0.45 in.;1/4 in.;0.71 oz.;8;3.75;0.2032;0.46875;Grey;6.86661E+11;0.0444;20.1
8x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;3.8;0.2032;0.475;Grey;6.86661E+11;0.0156;7.1
8x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (8x3.8SF and 8x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP08038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";7.84; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;3.8;0.2032;0.475;Grey;6.86661E+11;0.0624;28.3
8x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;3.8;0.2032;0.475;Grey;6.86661E+11;0.0156;7.1
B8x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only), Black MR, Black SF;2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;3.8;0.2032;0.475;Black;6.86661E+11;0.0156;7.1
B8x3.8SFP;"Slow Flyer
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF
The material is the same fiberglass composite used in our grey props, just the color is black";LPB08038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation), Black MR, Black SF;2.45; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;3.8;0.2032;0.475;Black;6.86661E+11;0.0156;7.1
8x4 ;"Sport
Use LPAR06E adapter rings (not included)";LP08040;Sport;2.65; ;0.80 in.;0.40 in.;1/4 in.;0.56 oz.;8;4;0.2032;0.5;Grey;6.86661E+11;0.035;15.9
8x4E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08040E;Thin Electric;2.57; ;0.80 in.;0.35 in.;1/4 in.;0.46 oz.;8;4;0.2032;0.5;Grey;6.86661E+11;0.0287;13
8x4F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP08040F;Folding (Electric Only);3.63; ;NA;See LPFH;See LPFH;0.28 oz.;8;4;0.2032;0.5;Grey;6.86661E+11;0.0175;7.9
